Address_ID,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Location_ID,Weather_ID
2966,,Struve Rd,R,Moss Landing,Monterey,CA,95039,US,US/Pacific,KWVI,2966,2966
2967,,CA-85 S,R,Cupertino,Santa Clara,CA,95014,US,US/Pacific,KNUQ,2967,2967
2968,,CA-84 W,R,Newark,Alameda,CA,94560,US,US/Pacific,KPAO,2968,2968
2969,,I-680 S,R,Walnut Creek,Contra Costa,CA,94596,US,US/Pacific,KCCR,2969,2969
2970,,Grove Shafter Fwy E,R,Orinda,Contra Costa,CA,94563,US,US/Pacific,KCCR,2970,2970
2971,,Grove Shafter Fwy E,R,Orinda,Contra Costa,CA,94563,US,US/Pacific,KCCR,2971,2971
2972,,Don Julio Blvd,R,North Highlands,Sacramento,CA,95660,US,US/Pacific,KMCC,2972,2972
2973,,Southbay Fwy,R,Sunnyvale,Santa Clara,CA,94089,US,US/Pacific,KNUQ,2973,2973
2974,,Capital City Fwy E,R,Sacramento,Sacramento,CA,95818,US,US/Pacific,KSAC,2974,2974
2975,,Watt Ave,R,Sacramento,Sacramento,CA,95825,US,US/Pacific,KMCC,2975,2975
2976,,CA-85 S,R,Los Gatos,Santa Clara,CA,95032,US,US/Pacific,KSJC,2976,2976
2977,,W Jackson St,R,Hayward,Alameda,CA,94545,US,US/Pacific,KHWD,2977,2977
2978,,Junipero Serra Fwy N,R,San Jose,Santa Clara,CA,95117,US,US/Pacific,KSJC,2978,2978
2979,,I-580 E,R,Pleasanton,Alameda,CA,94588,US,US/Pacific,KLVK,2979,2979
2980,,Junipero Serra Fwy N,R,Redwood City,San Mateo,CA,94062,US,US/Pacific,KSQL,2980,2980
2981,,I-580 E,R,Emeryville,Alameda,CA,94608,US,US/Pacific,KOAK,2981,2981
2982,,I-80 W,R,Dixon,Solano,CA,95620,US,US/Pacific,KEDU,2982,2982
2983,,I-680 N,R,Milpitas,Santa Clara,CA,95035,US,US/Pacific,KSJC,2983,2983
2984,,Nimitz Fwy S,R,Hayward,Alameda,CA,94545,US,US/Pacific,KHWD,2984,2984
2985,,Guadalupe Fwy S,R,San Jose,Santa Clara,CA,95125,US,US/Pacific,KSJC,2985,2985
2986,,I-280 S,R,San Jose,Santa Clara,CA,95125,US,US/Pacific,KSJC,2986,2986
2987,,El Dorado Fwy W,R,Sacramento,Sacramento,CA,95817,US,US/Pacific,KSAC,2987,2987
2988,33151.0, Garces Hwy,L,Delano,Kern,CA,93215,US,US/Pacific,KPTV,2988,2988
2989,33147.0, Garces Hwy,L,Delano,Kern,CA,93215,US,US/Pacific,KPTV,2989,2989
2990,,CA-17 N,R,Santa Cruz,Santa Cruz,CA,95060,US,US/Pacific,KWVI,2990,2990
2991,,US-101 N,R,Burlingame,San Mateo,CA,94010,US,US/Pacific,KSFO,2991,2991
2992,,CA-92 E,R,San Mateo,San Mateo,CA,94404,US,US/Pacific,KSQL,2992,2992
2993,4005.0, Pacheco Pass Hwy,L,Gilroy,Santa Clara,CA,95020,US,US/Pacific,KE16,2993,2993
2994,4000.0, Pacheco Pass Hwy,R,Gilroy,Santa Clara,CA,95020,US,US/Pacific,KE16,2994,2994
2995,,Nimitz Fwy S,R,Milpitas,Santa Clara,CA,95035,US,US/Pacific,KSJC,2995,2995
2996,,Norman Y Mineta Hwy,R,San Jose,Santa Clara,CA,95124,US,US/Pacific,KSJC,2996,2996
2997,1180.0, Harbor Blvd,R,West Sacramento,Yolo,CA,95691,US,US/Pacific,KSAC,2997,2997
2998,,I-80 W,R,Oakland,Alameda,CA,94607,US,US/Pacific,KOAK,2998,2998
2999,,US-101 N,R,San Jose,Santa Clara,CA,95112,US,US/Pacific,KSJC,2999,2999
3000,,I-880 S,R,San Jose,Santa Clara,CA,95128,US,US/Pacific,KSJC,3000,3000
3001,,I-580 W,R,Tracy,Alameda,CA,95377,US,US/Pacific,KLVK,3001,3001
3002,,US-50 E,R,Sacramento,Sacramento,CA,95827,US,US/Pacific,KMHR,3002,3002
3003,2412.0, San Pablo Dam Rd,R,San Pablo,Contra Costa,CA,94806,US,US/Pacific,KCCR,3003,3003
3004,,I-80 W,R,San Francisco,San Francisco,CA,94105,US,US/Pacific,KOAK,3004,3004
3005,,Guadalupe Fwy N,R,San Jose,Santa Clara,CA,95125,US,US/Pacific,KSJC,3005,3005
3006,,Nimitz Fwy S,R,Newark,Alameda,CA,94560,US,US/Pacific,KPAO,3006,3006
3007,21973.0, Santa Cruz Hwy,L,Los Gatos,Santa Clara,CA,95033,US,US/Pacific,KSJC,3007,3007
3008,,CA-84 W,R,Redwood City,San Mateo,CA,94063,US,US/Pacific,KSQL,3008,3008
3009,,US-101 N,R,San Jose,Santa Clara,CA,95122,US,US/Pacific,KRHV,3009,3009
3010,,James Lick Fwy N,R,San Francisco,San Francisco,CA,94134,US,US/Pacific,KSFO,3010,3010
3011,,I-880 N,R,Oakland,Alameda,CA,94621,US,US/Pacific,KOAK,3011,3011
3012,,Bayshore Fwy N,R,San Mateo,San Mateo,CA,94402,US,US/Pacific,KSQL,3012,3012
3013,,I-5 N,R,Sacramento,Sacramento,CA,95833,US,US/Pacific,KMCC,3013,3013
3014,,I-80 W,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,3014,3014
3015,,I-80 E,R,Sacramento,Sacramento,CA,95841,US,US/Pacific,KMCC,3015,3015
3016,,I-580 E,R,Oakland,Alameda,CA,94605,US,US/Pacific,KOAK,3016,3016
3017,,I-80 E,R,Loomis,Placer,CA,95650,US,US/Pacific,KLHM,3017,3017
3018,21353.0, Santa Cruz Hwy,L,Los Gatos,Santa Clara,CA,95033,US,US/Pacific,KSJC,3018,3018
3019,,Fremont Rd,R,Sonoma,Sonoma,CA,95476,US,US/Pacific,KO69,3019,3019
3020,,Stockton St,R,San Francisco,San Francisco,CA,94108,US,US/Pacific,KOAK,3020,3020
3021,,Santa Cruz Hwy,R,Los Gatos,Santa Clara,CA,95033,US,US/Pacific,KSJC,3021,3021
3022,,CA-99 N,R,Sacramento,Sacramento,CA,95817,US,US/Pacific,KSAC,3022,3022
3023,3522.0, 32nd St,R,Sacramento,Sacramento,CA,95820,US,US/Pacific,KSAC,3023,3023
3024,,Redwood Hwy S,R,Santa Rosa,Sonoma,CA,95407,US,US/Pacific,KSTS,3024,3024
3025,,CA-99 S,R,Sacramento,Sacramento,CA,95814,US,US/Pacific,KSAC,3025,3025
3026,5662.0, Coast Hwy,R,Pacifica,San Mateo,CA,94044,US,US/Pacific,KSFO,3026,3026
3027,5662.0, Coast Hwy,R,Pacifica,San Mateo,CA,94044,US,US/Pacific,KSFO,3027,3027
3028,6004.0, Coast Hwy,R,Pacifica,San Mateo,CA,94044,US,US/Pacific,KSFO,3028,3028
3029,,I-80 E,R,North Highlands,Sacramento,CA,95660,US,US/Pacific,KMCC,3029,3029
3030,,I-680 S,R,Alamo,Contra Costa,CA,94507,US,US/Pacific,KCCR,3030,3030
3031,,Capital City Fwy E,R,Sacramento,Sacramento,CA,95815,US,US/Pacific,KMCC,3031,3031
3032,,Guadalupe Fwy N,R,San Jose,Santa Clara,CA,95125,US,US/Pacific,KSJC,3032,3032
3033,,I-80 W,R,Vallejo,Solano,CA,94590,US,US/Pacific,KAPC,3033,3033
3034,,I-580 E,R,San Leandro,Alameda,CA,94578,US,US/Pacific,KHWD,3034,3034
3035,,CA-4 W,R,Antioch,Contra Costa,CA,94531,US,US/Pacific,KCCR,3035,3035
3036,,CA-4 W,R,Antioch,Contra Costa,CA,94509,US,US/Pacific,KCCR,3036,3036
3037,6232.0, Pleasant Valley Rd,L,El Dorado,El Dorado,CA,95623,US,US/Pacific,KPVF,3037,3037
3038,,I-580 W,R,Dublin,Alameda,CA,94568,US,US/Pacific,KLVK,3038,3038
3039,,I-580 W,R,Dublin,Alameda,CA,94568,US,US/Pacific,KLVK,3039,3039
3040,,CA-99 S,R,Mc Farland,Kern,CA,93250,US,US/Pacific,KBFL,3040,3040
3041,,I-680 S,R,Pleasanton,Alameda,CA,94566,US,US/Pacific,KLVK,3041,3041
3042,,Bayshore Fwy S,R,Millbrae,San Mateo,CA,94030,US,US/Pacific,KSFO,3042,3042
3043,,I-680 S,R,Sunol,Alameda,CA,94586,US,US/Pacific,KLVK,3043,3043
3044,,I-580 W,R,Livermore,Alameda,CA,94551,US,US/Pacific,KLVK,3044,3044
3045,,Norman Y Mineta Hwy,R,San Jose,Santa Clara,CA,95129,US,US/Pacific,KSJC,3045,3045
3046,,I-80 W,R,Fairfield,Solano,CA,94533,US,US/Pacific,KSUU,3046,3046
3047,,I-80 E,R,Roseville,Placer,CA,95661,US,US/Pacific,KMCC,3047,3047
3048,,Capital City Fwy W,R,Sacramento,Sacramento,CA,95821,US,US/Pacific,KMCC,3048,3048
3049,,I-580 E,R,San Leandro,Alameda,CA,94578,US,US/Pacific,KHWD,3049,3049
3050,,I-580 W,R,Oakland,Alameda,CA,94602,US,US/Pacific,KOAK,3050,3050
3051,,Cabrillo Hwy N,R,Pacifica,San Mateo,CA,94044,US,US/Pacific,KSFO,3051,3051
3052,,S Valley Fwy N,R,Morgan Hill,Santa Clara,CA,95037,US,US/Pacific,KE16,3052,3052
3053,,I-80 W,R,Sacramento,Sacramento,CA,95834,US,US/Pacific,KMCC,3053,3053
3054,,Nimitz Fwy S,R,Hayward,Alameda,CA,94545,US,US/Pacific,KHWD,3054,3054
3055,,I-580 W,R,Pleasanton,Alameda,CA,94588,US,US/Pacific,KLVK,3055,3055
3056,,Nimitz Fwy S,R,Hayward,Alameda,CA,94545,US,US/Pacific,KHWD,3056,3056
3057,,I-880 N,R,Hayward,Alameda,CA,94544,US,US/Pacific,KHWD,3057,3057
3058,,Lopes Rd,R,Petaluma,Sonoma,CA,94954,US,US/Pacific,KO69,3058,3058
3059,5112.0, Lakeville Hwy,R,Petaluma,Sonoma,CA,94954,US,US/Pacific,KO69,3059,3059
3060,,I-80 W,R,Emeryville,Alameda,CA,94608,US,US/Pacific,KOAK,3060,3060
3061,,CA-17 S,R,Los Gatos,Santa Clara,CA,95032,US,US/Pacific,KSJC,3061,3061
3062,,Bayshore Fwy S,R,San Jose,Santa Clara,CA,95122,US,US/Pacific,KRHV,3062,3062
3063,,Main St,R,Cambria,San Luis Obispo,CA,93428,US,US/Pacific,K87Q,3063,3063
3064,2.0, Cabrillo Hwy,R,Cambria,San Luis Obispo,CA,93428,US,US/Pacific,K87Q,3064,3064
3065,,CA-68,R,Monterey,Monterey,CA,93940,US,US/Pacific,KMRY,3065,3065
3066,,CA-99 N,R,Sacramento,Sacramento,CA,95820,US,US/Pacific,KSAC,3066,3066
3067,2684.0, State Highway 104,L,Ione,Amador,CA,95640,US,US/Pacific,KMHR,3067,3067
3068,2684.0, State Highway 104,L,Ione,Amador,CA,95640,US,US/Pacific,KMHR,3068,3068
3069,,I-680 N,R,Fremont,Alameda,CA,94539,US,US/Pacific,KNUQ,3069,3069
3070,,US-101 S,R,San Rafael,Marin,CA,94903,US,US/Pacific,KDVO,3070,3070
3071,4183.0, Pleasant Valley Rd,R,Placerville,El Dorado,CA,95667,US,US/Pacific,KPVF,3071,3071
3072,,I-80 E,R,Alta,Placer,CA,95701,US,US/Pacific,KBLU,3072,3072
3073,,I-880 N,R,Union City,Alameda,CA,94587,US,US/Pacific,KHWD,3073,3073
3074,3299.0, Santa Fe Dr,L,Merced,Merced,CA,95348,US,US/Pacific,KMCE,3074,3074
3075,3001.0, Santa Fe Dr,L,Merced,Merced,CA,95348,US,US/Pacific,KMCE,3075,3075
3076,3029.0, Sears Point Rd,R,Sonoma,Sonoma,CA,95476,US,US/Pacific,KO69,3076,3076
3077,,Bayshore Fwy S,R,Santa Clara,Santa Clara,CA,95054,US,US/Pacific,KSJC,3077,3077
3078,,CA-1,R,Daly City,San Mateo,CA,94014,US,US/Pacific,KSFO,3078,3078
3079,,I-80 E,R,Sacramento,Sacramento,CA,95834,US,US/Pacific,KMCC,3079,3079
3080,1347.0, Broadway,R,Sonoma,Sonoma,CA,95476,US,US/Pacific,KO69,3080,3080
3081,1347.0, Broadway,R,Sonoma,Sonoma,CA,95476,US,US/Pacific,KO69,3081,3081
3082,,Norman Y Mineta Hwy,R,Sunnyvale,Santa Clara,CA,94087,US,US/Pacific,KNUQ,3082,3082
3083,7566.0, State Highway 49,L,El Dorado,El Dorado,CA,95623,US,US/Pacific,KPVF,3083,3083
3084,,I-580 E,R,Pleasanton,Alameda,CA,94588,US,US/Pacific,KLVK,3084,3084
3085,,I-580 E,R,Livermore,Alameda,CA,94551,US,US/Pacific,KLVK,3085,3085
3086,,Bayshore Fwy S,R,San Jose,Santa Clara,CA,95110,US,US/Pacific,KSJC,3086,3086
3087,,CA-4 E,R,Antioch,Contra Costa,CA,94509,US,US/Pacific,KCCR,3087,3087
3088,,Capital City Fwy W,R,Sacramento,Sacramento,CA,95818,US,US/Pacific,KSAC,3088,3088
3089,,Coast Hwy,R,Daly City,San Mateo,CA,94015,US,US/Pacific,KSFO,3089,3089
3090,,I-880 S,R,San Jose,Santa Clara,CA,95131,US,US/Pacific,KSJC,3090,3090
3091,517.0, Glen Cove Rd,L,Vallejo,Solano,CA,94591,US,US/Pacific,KAPC,3091,3091
3092,,Highway 99,R,Madera,Madera,CA,93637,US,US/Pacific,KMAE,3092,3092
3093,,I-580 E,R,Richmond,Contra Costa,CA,94804,US,US/Pacific,KCCR,3093,3093
3094,,I-80 W,R,Fairfield,Solano,CA,94534,US,US/Pacific,KAPC,3094,3094
3095,,CA-4 W,R,Pittsburg,Contra Costa,CA,94565,US,US/Pacific,KCCR,3095,3095
3096,,I-280 S,R,San Bruno,San Mateo,CA,94066,US,US/Pacific,KSFO,3096,3096
3097,,W Jackson St,R,Hayward,Alameda,CA,94545,US,US/Pacific,KHWD,3097,3097
3098,4303.0, Monterey Rd,R,Gilroy,Santa Clara,CA,95020,US,US/Pacific,KE16,3098,3098
3099,,I-80 E,R,Sacramento,Sacramento,CA,95834,US,US/Pacific,KMCC,3099,3099
3100,,I-80 W,R,Fairfield,Solano,CA,94534,US,US/Pacific,KAPC,3100,3100
3101,11234.0, Combie Rd,R,Auburn,Nevada,CA,95602,US,US/Pacific,KAUN,3101,3101
3102,,I-880 N,R,San Leandro,Alameda,CA,94579,US,US/Pacific,KHWD,3102,3102
3103,,US-101 N,R,San Jose,Santa Clara,CA,95122,US,US/Pacific,KRHV,3103,3103
3104,,CA-99 S,R,Sacramento,Sacramento,CA,95834,US,US/Pacific,KMCC,3104,3104
3105,,Ocean Ave,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,3105,3105
3106,,W Jackson St,R,Hayward,Alameda,CA,94544,US,US/Pacific,KHWD,3106,3106
3107,,CA-99 N,R,Stockton,San Joaquin,CA,95215,US,US/Pacific,KSCK,3107,3107
3108,,Junipero Serra Fwy N,R,San Jose,Santa Clara,CA,95117,US,US/Pacific,KSJC,3108,3108
3109,,US-101 S,R,Novato,Marin,CA,94949,US,US/Pacific,KDVO,3109,3109
3110,,I-680 S,R,Pleasanton,Alameda,CA,94566,US,US/Pacific,KLVK,3110,3110
3111,,I-80 W,R,Fairfield,Solano,CA,94534,US,US/Pacific,KAPC,3111,3111
3112,,I-580 W,R,Oakland,Alameda,CA,94602,US,US/Pacific,KOAK,3112,3112
3113,,CA-85 S,R,Mountain View,Santa Clara,CA,94041,US,US/Pacific,KNUQ,3113,3113
3114,,Bayshore Fwy S,R,Mountain View,Santa Clara,CA,94043,US,US/Pacific,KNUQ,3114,3114
3115,,I-680 N,R,Alamo,Contra Costa,CA,94507,US,US/Pacific,KCCR,3115,3115
3116,787.0, Harrison St,L,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,3116,3116
3117,23009.0, Arnold Dr,L,Sonoma,Sonoma,CA,95476,US,US/Pacific,KO69,3117,3117
3118,,I-280 S,R,Redwood City,San Mateo,CA,94062,US,US/Pacific,KSQL,3118,3118
3119,,I-80 W,R,Richmond,Contra Costa,CA,94805,US,US/Pacific,KCCR,3119,3119
3120,,I-80 E,R,Richmond,Contra Costa,CA,94804,US,US/Pacific,KCCR,3120,3120
3121,,I-80 W,R,Newcastle,Placer,CA,95658,US,US/Pacific,KAUN,3121,3121
3122,3636.0, 47th Ave,R,Sacramento,Sacramento,CA,95823,US,US/Pacific,KSAC,3122,3122
3123,,I-80 W,R,Auburn,Placer,CA,95603,US,US/Pacific,KAUN,3123,3123
3124,,US-50 E,R,Shingle Springs,El Dorado,CA,95682,US,US/Pacific,KPVF,3124,3124
3125,4428.0, Roselle Ave,R,Modesto,Stanislaus,CA,95357,US,US/Pacific,KMOD,3125,3125
3126,,US-50 W,R,Rancho Cordova,Sacramento,CA,95670,US,US/Pacific,KMHR,3126,3126
3127,4464.0, Roop Rd,R,Gilroy,Santa Clara,CA,95020,US,US/Pacific,KE16,3127,3127
3128,,Mowry Ave,R,Fremont,Alameda,CA,94538,US,US/Pacific,KPAO,3128,3128
3129,,Ocean Ave,R,San Francisco,San Francisco,CA,94112,US,US/Pacific,KSFO,3129,3129
3130,,I-680 N,R,Walnut Creek,Contra Costa,CA,94596,US,US/Pacific,KCCR,3130,3130
3131,,I-780 E,R,Benicia,Solano,CA,94510,US,US/Pacific,KCCR,3131,3131
3132,,Grove Shafter Fwy E,R,Oakland,Alameda,CA,94618,US,US/Pacific,KOAK,3132,3132
3133,,CA-99 N,R,Fresno,Fresno,CA,93706,US,US/Pacific,KFAT,3133,3133
3134,,I-5 S,R,Stockton,San Joaquin,CA,95203,US,US/Pacific,KSCK,3134,3134
3135,,I-680 S,R,San Ramon,Contra Costa,CA,94583,US,US/Pacific,KLVK,3135,3135
3136,6070.0, Graham Hill Rd,R,Felton,Santa Cruz,CA,95018,US,US/Pacific,KWVI,3136,3136
3137,6052.0, Graham Hill Rd,R,Felton,Santa Cruz,CA,95018,US,US/Pacific,KWVI,3137,3137
3138,,Norman Y Mineta Hwy,R,Cupertino,Santa Clara,CA,95014,US,US/Pacific,KNUQ,3138,3138
3139,,Junipero Serra Fwy N,R,Los Altos,Santa Clara,CA,94022,US,US/Pacific,KNUQ,3139,3139
3140,,I-580 E,R,Livermore,Alameda,CA,94551,US,US/Pacific,KLVK,3140,3140
3141,,Nimitz Fwy S,R,San Leandro,Alameda,CA,94577,US,US/Pacific,KOAK,3141,3141
3142,,Bayshore Fwy S,R,Redwood City,San Mateo,CA,94063,US,US/Pacific,KSQL,3142,3142
3143,,CA-4 E,R,Antioch,Contra Costa,CA,94509,US,US/Pacific,KCCR,3143,3143
3144,,CA-84 W,R,Fremont,Alameda,CA,94555,US,US/Pacific,KHWD,3144,3144
3145,,John Muir Pkwy E,R,Martinez,Contra Costa,CA,94553,US,US/Pacific,KCCR,3145,3145
3146,12490.0, N State Highway 59,R,Merced,Merced,CA,95348,US,US/Pacific,KMCE,3146,3146
3147,,I-780 W,R,Benicia,Solano,CA,94510,US,US/Pacific,KCCR,3147,3147
3148,,I-280 S,R,San Jose,Santa Clara,CA,95117,US,US/Pacific,KSJC,3148,3148
3149,,I-280 S,R,San Bruno,San Mateo,CA,94066,US,US/Pacific,KSFO,3149,3149
3150,,I-780 W,R,Benicia,Solano,CA,94510,US,US/Pacific,KCCR,3150,3150
3151,,Sinclair Fwy N,R,San Jose,Santa Clara,CA,95128,US,US/Pacific,KSJC,3151,3151
3152,,Pacheco Pass Hwy,R,Hollister,Santa Clara,CA,95023,US,US/Pacific,KCVH,3152,3152
3153,,I-5 S,R,Stockton,San Joaquin,CA,95219,US,US/Pacific,KSCK,3153,3153
3154,,US-101 N,R,Soledad,Monterey,CA,93960,US,US/Pacific,KSNS,3154,3154
3155,,I-680 S,R,Pleasanton,Alameda,CA,94566,US,US/Pacific,KLVK,3155,3155
3156,,Mack Rd,R,Sacramento,Sacramento,CA,95823,US,US/Pacific,KSAC,3156,3156
3157,,I-680 S,R,Pleasant Hill,Contra Costa,CA,94523,US,US/Pacific,KCCR,3157,3157
3158,,I-80 E,R,Pinole,Contra Costa,CA,94564,US,US/Pacific,KCCR,3158,3158
3159,,J Arthur Younger Fwy W,R,Hayward,Alameda,CA,94545,US,US/Pacific,KHWD,3159,3159
3160,,I-280 S,R,South San Francisco,San Mateo,CA,94080,US,US/Pacific,KSFO,3160,3160
3161,,Bayfront Expy W,R,Fremont,Alameda,CA,94555,US,US/Pacific,KHWD,3161,3161
3162,,Capital City Fwy E,R,West Sacramento,Yolo,CA,95691,US,US/Pacific,KSAC,3162,3162
3163,,I-680 N,R,Milpitas,Santa Clara,CA,95035,US,US/Pacific,KSJC,3163,3163
3164,,I-80 W,R,Fairfield,Solano,CA,94534,US,US/Pacific,KAPC,3164,3164
3165,4928.0, Saint Helena Hwy,R,Napa,Napa,CA,94558,US,US/Pacific,KAPC,3165,3165
3166,,I-680 S,R,San Jose,Santa Clara,CA,95116,US,US/Pacific,KRHV,3166,3166
3167,,CA-92 W,R,San Mateo,San Mateo,CA,94402,US,US/Pacific,KSQL,3167,3167
3168,,I-80 W,R,Richmond,Contra Costa,CA,94804,US,US/Pacific,KCCR,3168,3168
3169,,I-80 E,R,Davis,Yolo,CA,95618,US,US/Pacific,KEDU,3169,3169
3170,,Nimitz Fwy S,R,Fremont,Alameda,CA,94538,US,US/Pacific,KPAO,3170,3170
3171,,CA-24 W,R,Oakland,Alameda,CA,94609,US,US/Pacific,KOAK,3171,3171
3172,,Nimitz Fwy S,R,Hayward,Alameda,CA,94541,US,US/Pacific,KHWD,3172,3172
3173,,I-80 E,R,Richmond,Contra Costa,CA,94805,US,US/Pacific,KCCR,3173,3173
3174,,I-80 W,R,Oakland,Alameda,CA,94607,US,US/Pacific,KOAK,3174,3174
3175,,I-280 S,R,Cupertino,Santa Clara,CA,95014,US,US/Pacific,KNUQ,3175,3175
3176,,CA-4 W,R,Pittsburg,Contra Costa,CA,94565,US,US/Pacific,KCCR,3176,3176
3177,,W Jackson St,R,Hayward,Alameda,CA,94545,US,US/Pacific,KHWD,3177,3177
3178,,I-280 S,R,Redwood City,San Mateo,CA,94062,US,US/Pacific,KSQL,3178,3178
3179,,Nimitz Fwy S,R,Union City,Alameda,CA,94587,US,US/Pacific,KHWD,3179,3179
3180,,US-101 N,R,San Bruno,San Mateo,CA,94066,US,US/Pacific,KSFO,3180,3180
3181,,CA-17 S,R,Campbell,Santa Clara,CA,95008,US,US/Pacific,KSJC,3181,3181
3182,,Ort J Lofthus Fwy E,R,Stockton,San Joaquin,CA,95205,US,US/Pacific,KSCK,3182,3182
3183,,I-580 W,R,Livermore,Alameda,CA,94551,US,US/Pacific,KLVK,3183,3183
3184,,I-880 S,R,Milpitas,Santa Clara,CA,95035,US,US/Pacific,KSJC,3184,3184
3185,,CA-237 E,R,Mountain View,Santa Clara,CA,94041,US,US/Pacific,KNUQ,3185,3185
3186,,Southbay Fwy,R,Sunnyvale,Santa Clara,CA,94085,US,US/Pacific,KNUQ,3186,3186
3187,17.0, Tiburon Blvd,L,Mill Valley,Marin,CA,94941,US,US/Pacific,KDVO,3187,3187
3188,,Red Top Rd,R,American Canyon,Solano,CA,94503,US,US/Pacific,KAPC,3188,3188
3189,,US-101 N,R,Mountain View,Santa Clara,CA,94043,US,US/Pacific,KNUQ,3189,3189
3190,,Bayshore Fwy S,R,Redwood City,San Mateo,CA,94063,US,US/Pacific,KSQL,3190,3190
3191,1199.0, Danville Blvd,L,Alamo,Contra Costa,CA,94507,US,US/Pacific,KCCR,3191,3191
3192,,S Valley Fwy S,R,Coyote,Santa Clara,CA,95013,US,US/Pacific,KRHV,3192,3192
3193,5674.0, Sunrise Blvd,R,Rancho Cordova,Sacramento,CA,95742,US,US/Pacific,KMHR,3193,3193
3194,,Sinclair Fwy N,R,San Jose,Santa Clara,CA,95110,US,US/Pacific,KSJC,3194,3194
3195,,Warren Fwy S,R,Oakland,Alameda,CA,94619,US,US/Pacific,KOAK,3195,3195
3196,,I-580 E,R,Castro Valley,Alameda,CA,94552,US,US/Pacific,KHWD,3196,3196
3197,18001.0, S Highland Ave,R,Laton,Fresno,CA,93242,US,US/Pacific,KHJO,3197,3197
3198,,I-80 W,R,Oakland,Alameda,CA,94607,US,US/Pacific,KOAK,3198,3198
3199,1400.0, N Dinuba Blvd,R,Visalia,Tulare,CA,93291,US,US/Pacific,KVIS,3199,3199
3200,,I-280 S,R,Los Altos,Santa Clara,CA,94022,US,US/Pacific,KNUQ,3200,3200
3201,3400.0, Delta Fair Blvd,R,Antioch,Contra Costa,CA,94509,US,US/Pacific,KCCR,3201,3201
3202,,Bayshore Fwy S,R,San Mateo,San Mateo,CA,94401,US,US/Pacific,KSFO,3202,3202
3203,,I-680 S,R,Fremont,Alameda,CA,94539,US,US/Pacific,KNUQ,3203,3203
3204,,John Muir Pkwy E,R,Martinez,Contra Costa,CA,94553,US,US/Pacific,KCCR,3204,3204
3205,,CA-85 S,R,San Jose,Santa Clara,CA,95124,US,US/Pacific,KSJC,3205,3205
3206,,I-5 N,R,Sacramento,Sacramento,CA,95833,US,US/Pacific,KMCC,3206,3206
3207,,Foster City Blvd,R,San Mateo,San Mateo,CA,94404,US,US/Pacific,KSQL,3207,3207
3208,,San Francisco-Oakland Bay Brg E,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,3208,3208
3209,,Bayshore Fwy S,R,Mountain View,Santa Clara,CA,94043,US,US/Pacific,KNUQ,3209,3209
3210,,Bayshore Fwy S,R,Mountain View,Santa Clara,CA,94043,US,US/Pacific,KNUQ,3210,3210
3211,498.0, Watt Ave,R,Sacramento,Sacramento,CA,95864,US,US/Pacific,KMHR,3211,3211
3212,,CA-4 E,R,Antioch,Contra Costa,CA,94509,US,US/Pacific,KCCR,3212,3212
3213,,Mace Blvd,R,Davis,Yolo,CA,95618,US,US/Pacific,KEDU,3213,3213
3214,1226.0, Boulevard Way,L,Walnut Creek,Contra Costa,CA,94595,US,US/Pacific,KCCR,3214,3214
3215,,US-50 E,R,Sacramento,Sacramento,CA,95817,US,US/Pacific,KSAC,3215,3215
3216,,I-580 W,R,San Rafael,Marin,CA,94901,US,US/Pacific,KDVO,3216,3216
3217,24631.0, Heather Hts,L,Saratoga,Santa Clara,CA,95070,US,US/Pacific,KSJC,3217,3217
3218,,CA-99 N,R,Salida,Stanislaus,CA,95368,US,US/Pacific,KMOD,3218,3218
3219,,Santa Cruz Hwy,R,Los Gatos,Santa Clara,CA,95033,US,US/Pacific,KSJC,3219,3219
3220,,Nimitz Fwy S,R,Hayward,Alameda,CA,94541,US,US/Pacific,KHWD,3220,3220
3221,,Carquinez Brg E,R,Vallejo,Solano,CA,94591,US,US/Pacific,KAPC,3221,3221
3222,,CA-99 N,R,Madera,Madera,CA,93638,US,US/Pacific,KMAE,3222,3222
3223,,Sinclair Fwy N,R,San Jose,Santa Clara,CA,95128,US,US/Pacific,KSJC,3223,3223
3224,,I-880 N,R,San Jose,Santa Clara,CA,95128,US,US/Pacific,KSJC,3224,3224
3225,1699.0, Parkmoor Ave,L,San Jose,Santa Clara,CA,95128,US,US/Pacific,KSJC,3225,3225
3226,,CA-92 E,R,San Mateo,San Mateo,CA,94404,US,US/Pacific,KSQL,3226,3226
3227,,I-5 N,R,Stockton,San Joaquin,CA,95206,US,US/Pacific,KSCK,3227,3227
3228,,I-880 N,R,San Jose,Santa Clara,CA,95110,US,US/Pacific,KSJC,3228,3228
3229,,I-880 N,R,San Jose,Santa Clara,CA,95128,US,US/Pacific,KSJC,3229,3229
3230,1699.0, Parkmoor Ave,L,San Jose,Santa Clara,CA,95128,US,US/Pacific,KSJC,3230,3230
3231,,Eastshore Fwy W,R,Emeryville,Alameda,CA,94608,US,US/Pacific,KOAK,3231,3231
